2541, 50
2111, 100
2032, 181
1936, 258
1786, 174
1769, 127
1759, 286
1753, 1
1673, 98
1645, 288
1600, 56
1565, 300
1543, 172
1531, 294
1489, 7
1486, 313
1475, 121
1425, 237
1396, 117
1359, 79
1352, 173
1342, 204
1336, 222
1331, 318
1301, 210
1285, 168
1258, 64
1237, 69
1237, 269
1236, 302
1233, 22
1184, 151
1184, 195
1182, 96
1174, 183
1171, 12
1165, 9
1150, 423
1149, 191
1140, 405
1138, 89
1135, 257
1134, 216
1133, 357
1121, 176
1107, 15
1102, 276
1085, 28
1083, 483
1075, 275
1057, 234
1054, 202
1028, 135
1010, 328
1009, 25
1003, 132
992, 238
987, 748
983, 196
981, 197
980, 185
978, 194
973, 742
971, 82
971, 97
971, 475
967, 268
963, 186
952, 496
948, 111
942, 118
941, 144
940, 427
935, 153
931, 228
919, 70
917, 603
908, 11
902, 333
894, 180
893, 182
881, 655
877, 265
875, 187
875, 8
868, 125
864, 179
855, 282
853, 435
850, 134
845, 515
844, 272
839, 568
836, 143
835, 95
832, 71
825, 474
806, 211
798, 471
796, 273
794, 175
789, 208
788, 200
784, 215
784, 527
773, 508
772, 289
770, 546
767, 480
766, 588
766, 161
761, 479
760, 301
758, 124
754, 88
750, 23
746, 209
746, 245
742, 4
741, 385
732, 511
731, 298
726, 14
715, 83
704, 514
704, 323
704, 203
697, 651
691, 285
689, 403
689, 199
686, 230
685, 250
682, 271
678, 340
673, 322
667, 137
665, 274
663, 419
662, 133
661, 307
658, 283
657, 732
656, 432
656, 315
655, 393
655, 523
652, 154
649, 597
642, 147
641, 591
641, 684
639, 566
638, 58
638, 99
636, 498
631, 433
629, 13
626, 188
618, 235
617, 443
617, 751
615, 193
615, 678
610, 845
610, 284
608, 654
605, 582
601, 150
600, 24
595, 692
594, 628
591, 86
591, 327
591, 218
590, 156
589, 402
588, 248
588, 367
588, 326
581, 484
578, 255
576, 660
575, 66
571, 223
569, 451
563, 462
563, 42
559, 293
559, 31
558, 657
557, 226
552, 55
550, 319
547, 705
545, 739
543, 178
543, 205
542, 164
541, 431
539, 87
536, 690
534, 213
532, 229
529, 177
529, 321
528, 227
528, 735
527, 304
527, 685
527, 169
527, 239
522, 310
513, 190
513, 91
510, 482
509, 520
509, 198
507, 410
506, 531
505, 763
505, 170
503, 408
500, 528
496, 550
495, 332
495, 77
494, 303
493, 129
489, 270
488, 246
487, 472
483, 476
481, 347
479, 48
479, 47
478, 750
478, 116
478, 192
477, 485
477, 510
475, 526
475, 411
474, 1016
472, 455
470, 316
469, 659
469, 157
467, 242
466, 504
466, 509
465, 252
462, 418
462, 428
460, 521
459, 346
459, 281
458, 68
454, 241
453, 663
450, 1028
446, 109
445, 879
444, 73
436, 559
436, 746
435, 259
435, 240
433, 136
431, 631
430, 501
429, 596
428, 478
428, 291
424, 447
423, 94
422, 249
420, 2
419, 709
418, 292
417, 93
412, 72
410, 148
408, 233
407, 65
400, 331
399, 382
399, 317
399, 62
398, 184
396, 470
395, 866
394, 473
392, 324
391, 81
390, 762
387, 380
384, 343
382, 214
382, 429
381, 231
381, 421
380, 1047
379, 217
379, 306
378, 53
377, 162
376, 378
376, 92
375, 699
374, 507
374, 358
372, 430
372, 123
371, 756
371, 404
370, 529
369, 126
364, 919
362, 815
361, 1039
361, 661
361, 38
355, 381
355, 449
354, 131
353, 747
353, 1012
352, 219
351, 708
350, 436
350, 652
347, 506
343, 52
343, 517
341, 10
341, 895
337, 54
337, 59
335, 33
332, 693
328, 356
328, 549
328, 519
327, 163
327, 260
326, 679
326, 325
326, 159
325, 518
325, 604
324, 232
324, 45
324, 928
322, 243
322, 530
320, 792
318, 755
318, 212
318, 425
318, 744
317, 305
317, 225
314, 67
313, 201
312, 513
310, 642
307, 32
307, 736
306, 682
305, 477
304, 29
304, 155
303, 465
303, 673
300, 1014
300, 1011
299, 290
298, 152
298, 114
297, 420
295, 636
294, 399
294, 525
290, 578
290, 90
289, 924
288, 448
287, 17
287, 647
286, 554
285, 715
285, 969
284, 5
284, 39
283, 665
282, 729
282, 710
281, 576
281, 662
281, 458
280, 51
280, 781
280, 287
280, 584
280, 633
279, 487
279, 1101
277, 264
276, 221
276, 311
275, 707
274, 463
274, 689
273, 625
273, 3
273, 926
273, 488
273, 19
272, 505
272, 864
271, 280
271, 189
270, 648
270, 658
270, 778
269, 49
268, 461
267, 606
265, 724
264, 44
263, 165
262, 295
262, 607
261, 497
260, 720
260, 713
258, 820
257, 558
257, 60
257, 676
257, 629
257, 434
255, 650
254, 491
254, 63
253, 312
253, 469
252, 26
252, 171
252, 141
252, 207
252, 1073
252, 825
251, 354
250, 516
249, 493
248, 640
248, 696
248, 122
248, 481
246, 277
246, 20
246, 855
245, 386
245, 499
245, 262
243, 486
242, 338
242, 627
241, 392
241, 923
240, 873
239, 160
239, 166
239, 615
238, 101
237, 949
236, 823
232, 21
232, 993
231, 717
231, 887
230, 128
228, 512
228, 61
228, 492
228, 1074
226, 417
226, 632
226, 538
224, 831
224, 494
224, 544
223, 416
223, 412
222, 220
222, 959
221, 345
220, 387
220, 409
220, 1048
219, 740
219, 616
219, 414
218, 813
218, 727
216, 930
216, 1119
216, 939
216, 495
216, 1009
215, 1035
215, 334
215, 609
214, 299
214, 489
213, 401
212, 468
212, 371
211, 502
207, 780
207, 553
206, 826
205, 106
205, 847
203, 619
201, 344
201, 490
200, 741
200, 108
199, 988
199, 934
198, 595
198, 1041
198, 167
198, 297
196, 140
196, 251
194, 278
194, 1007
193, 770
193, 754
192, 384
192, 790
192, 675
192, 946
191, 614
190, 105
190, 581
188, 80
187, 466
187, 898
187, 880
186, 721
185, 1065
185, 524
185, 602
184, 686
184, 76
183, 716
183, 921
182, 467
181, 561
181, 569
180, 871
178, 1142
178, 694
177, 27
177, 672
176, 452
176, 963
176, 737
176, 85
176, 656
175, 142
173, 806
173, 589
171, 535
170, 649
170, 722
169, 206
169, 102
168, 789
168, 794
167, 955
166, 671
166, 638
166, 896
166, 956
165, 40
164, 611
163, 886
163, 224
163, 664
163, 236
162, 749
162, 1017
162, 391
161, 902
160, 768
160, 1197
160, 57
160, 702
159, 145
158, 827
157, 366
157, 712
157, 945
157, 942
157, 158
157, 833
157, 1050
155, 1098
155, 900
155, 570
154, 365
154, 562
153, 339
153, 1118
152, 1067
152, 396
152, 254
152, 244
152, 342
151, 450
151, 687
150, 120
150, 1063
150, 772
150, 329
150, 610
148, 639
147, 107
147, 646
146, 892
146, 1046
146, 30
145, 875
145, 1021
145, 395
145, 369
145, 413
144, 849
143, 1010
143, 952
142, 503
141, 941
141, 840
141, 844
141, 541
139, 943
139, 674
139, 641
139, 975
139, 139
138, 856
137, 547
137, 697
137, 1135
136, 441
136, 728
136, 1020
136, 1221
135, 824
135, 846
134, 612
134, 761
133, 620
133, 653
133, 1051
132, 522
132, 877
132, 977
132, 644
132, 841
132, 881
131, 622
130, 872
130, 922
130, 810
129, 944
129, 350
129, 552
129, 1044
129, 542
129, 752
129, 1025
128, 379
128, 363
127, 874
127, 876
126, 1134
126, 984
126, 937
126, 1194
126, 936
125, 16
125, 809
125, 971
125, 444
125, 1008
124, 330
123, 785
123, 731
123, 961
123, 931
123, 1019
122, 760
122, 1188
121, 500
120, 406
120, 355
120, 43
120, 372
119, 1060
118, 683
118, 1228
118, 608
117, 1091
117, 1110
117, 932
115, 1137
115, 637
114, 623
114, 41
113, 336
113, 925
113, 373
112, 979
112, 1217
112, 575
112, 882
111, 796
111, 583
111, 456
110, 951
110, 370
110, 1022
110, 261
109, 539
109, 966
109, 613
109, 537
108, 407
108, 540
108, 670
108, 929
108, 580
108, 771
108, 819
108, 802
108, 1226
107, 723
107, 1126
105, 1244
104, 948
104, 605
104, 1210
103, 769
103, 645
102, 1018
102, 630
102, 990
101, 1079
101, 1070
101, 783
101, 1136
100, 1220
100, 1129
100, 1149
99, 1267
99, 1115
99, 364
98, 836
98, 995
98, 567
98, 805
98, 837
97, 974
97, 585
97, 573
97, 1059
97, 464
96, 253
96, 1109
96, 797
96, 1152
96, 46
95, 1240
95, 266
94, 774
94, 1160
94, 863
93, 389
93, 6
92, 279
91, 577
91, 586
91, 426
91, 989
90, 829
90, 634
90, 1218
90, 765
90, 843
90, 349
90, 459
89, 1133
89, 1033
89, 308
89, 348
89, 1090
89, 972
89, 753
88, 1042
88, 808
88, 738
87, 680
87, 905
87, 950
87, 1013
86, 1139
85, 842
85, 1061
85, 1203
84, 460
84, 1132
84, 890
84, 730
83, 1053
83, 878
83, 1170
81, 688
81, 78
81, 960
81, 1005
81, 320
81, 1084
81, 1089
81, 1045
80, 572
80, 764
80, 309
80, 601
80, 1023
79, 779
79, 362
